Supermercado,Fecha_extraccion,Categoria,Articulo,Precio
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA SAZON EN POLVO COMPLETO 8 OZ,60.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA SAZON LIQUIDO 24 0Z,95.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA VINAGRE BLANCO 17.5 OZ,33.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA VINAGRE BLANCO 32OZ. REF. VN01,51.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA VINAGRE NATURAL 17.5 0Z,33.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CORN FLAKES 16X500G MEX,290.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CORN FLAKES 300GR 21/1 10071128,220.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CORN FLAKES 405 GR,145.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CORN FLAKES CEREAL 16X330G R/12455945,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COSTILLA DE RES LB,140.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN CORN FLAKES 18 OZ,220.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN CREMORA 11 OZ,195.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN CREMORA 6 OZ,140.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN MANT. DE MANI 18 OZ,210.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN MANT. DE MANI CRUJ. 18 OZ,200.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN SYRUP DE CHOCOLATE 24 OZ,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY BARN SYRUP DE FRESA 24 OZ,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY CLUB FRAMBUESA 2 LT,75.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY CLUB MERENGUE 2 LT,75.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY CLUB MERENGUE 400 ML,25.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY CLUB REFRESCO FRAMBUESA 400ML,25.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COUNTRY CLUB UVA 2L REFRESCO,75.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CRAKEÑAS CLUB 24/8,52.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CREMA DE LECHE RICA 250 ML REF.415,90.0
IBERIA,03-09-2025 17:04:46,Abarrotes,Crema Dental Colgate Triple Acción 100 Ml,235.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CREMORA BORDEN 312G 11OZ.,235.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CREMORA BORDEN ORIGINAL /6 OZ (170 GRS),165.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CRISOL ACEITE 128 OZ. FL.,605.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CRISTAL D/CAÑA AZUCAR REFINA 2250GR,195.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CRISTAL DE CAÑA AZUCAR CREMA 2250GR,165.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CRYSTAL AGUA 0.5 LT,10.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CRYSTAL AGUA 1.5 LT,24.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DASANI AGUA 5LT,115.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DASANI AGUA 1.5L 1,45.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DASANI AGUA 20OZ1 591ML.,25.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DASANI LIMON 20 OZ,42.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DASANI SABORIZADA MANZANA 20ONZ,38.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DASANI TORONJA BLISS 20OZ,42.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA ALMENDRA CON PASAS 7.5 OZ,365.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA AJONJOLI FRASCO 300 GRS,95.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA ANIS EN GRANO 57GR,58.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA ANIS ESTRELLA FRASCO 97 GR,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA BICARBONATO DE SODIO FRASCO 1,54.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA CAFE MOLIDO 200 GR,160.0
IBERIA,03-09-2025 17:04:46,Abarrotes,DE PRIMERA CAFE MOLIDO 400 GR,310.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CANELA FRASCO 110 GR,120.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CILANTRICO 34GR,65.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CILANTRICO MOLIDO 52GR,65.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CLAVO DULCE FRASCO 38 GR,58.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CLORO 1 GL,95.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CLORO 1.5 GL 4/1,140.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA COMINO EN FRASCO 54GR,80.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA COMINO MOLIDO EN FRASCO 56GR,80.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CURCUMA FRASCO 70 GR,95.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA CURRY EN POLVO FRASCO 65 GR,70.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA DESINFECTANTE BEBE 2 LITROS,125.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA DESINFECTANTE FLORAL 2 L,125.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA DESINFECTANTE LAVANDA 2 LITRO,125.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA DETERGENTE EN POLVO 5LBS.,265.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA FLOR DE MANZANILLA FRASCO 40,130.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA HINOJO EN FRASCO 47GR,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA JABON DE CUABA 1GL,200.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA JENJIBRE EN POLVO FRASCO 57 G,110.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA LAVANDA 13GR,61.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA MALAGUETA FRASCO 46 GR,56.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA NUEZ MOSCADA FRASCO 57 GR,95.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA OREGANO FRASCO 60 GR.,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA OREGANO MOLIDO FINO FRASCO 16,135.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA PIMENTON DULCE EN POLVO 59GR,90.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DE PRIMERA PIMIENTA NEGRA EN FRASCO 57GR,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR CODITOS 400 GR,36.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR ESPIRALES 400 GR,35.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR FIDEOS GRUESOS 350GR,34.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR MOSTACHOLIS 20/400 GR,36.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR PENNE/RIG INTEGRAL 20/400GR,48.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL CESAR SPAGUETTI 400 GRS,40.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR MANZANA 1LT,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR MELOCOTON 1LT,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR PERA 1LT,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR PINA 12/1000,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEL MONTE NECTAR SIX PACK 200 ML,115.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DELEITE ACEITE MANICERO 64 OZ,335.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DESINFECTANTE PINO DE PRIMERA 1 GALON,195.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DETERGENTE FAB CON SUAVIZANTE L 1700 GR,315.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DETERGENTE FAB HIGIENE 850G,210.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DEWAR’S WHISKY WHITE LABEL 75 CL,890.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DIJON ROLAND MOSTAZA C/VINO / 12.30Z,420.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DIJON ROLAND MOSTAZA STRONG 12/13 ONZ,420.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DIMAR SARDINAS EN TOMATE TALL 105925,85.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DINO SANDWICH CHOCOLATE 10 UDS,145.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO BASICO PAPEL 4 ROLLOS,95.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO GOLD PAPEL HIGIENICO 4 UD,145.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL FRAGANCIA ACTIVA 4 UD,95.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL HIGIENICO GRANDE 12 ROLLOS,200.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL HIGIENICO SUPER ROLLO 12 ROLLOS,315.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO PAPEL SUPER ROLLO FRAG. 4 UD,120.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOMINO SERVILLETAS 500 UD,145.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DON COCO RALLADO 250GR,190.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DON RODRIGO HABICHUELAS NEGRAS 15 OZ,70.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DON RODRIGO HABICHUELAS PINTAS 800GR,110.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DON RODRIGO HABICHUELAS ROJAS 15 OZ,70.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOÑA GALLINA + AJO X 12,90.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DONA GALLINA CALDO DE GALLINA 12 UD,90.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DONA GALLINA CALDO DE GALLINA 48 UD,350.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOÑA GALLINA CHULETA 6X24X10 000143 REF:,75.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOÑA GALLINA DUO CALDO DE GALLINA 10 UD,80.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOÑA GALLINA RICOMPLETO 2 EN 1 125G,58.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOÑA GALLINA RICOMPLETO SAZON EN POLVO 125G,65.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DONA GALLINA TOMATE 48 UN,275.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DORAMAS HARINA DE MAIZ 14 OZ,24.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DORITOS NACHO CHEESE 255 GRS,195.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DORITOS NACHO TA 130GX 16X1,115.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS ARROZ SELECTO FDA 10LB,395.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS CHOCO LECHE 1LT,115.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS LECHE DESCREMADA 1 LT,100.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS LECHE DESCREMADA DELACT 1 LT,100.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS LECHE ENTERA 1 LT,90.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS LECHE ENTERA POLVO FUNDA 1000,790.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DOS PINOS LECHE SEMIDESC DELACT 1 LT,95.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DUETTO SANDWICH FRESA,90.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DUETTO SANDWICH VAINILLA 250G,90.0
IBERIA,03-09-2025 17:16:03,Abarrotes,DVALLE JUGO DE NARANJA 946ML,80.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EBEN-EZER CURCUMA 4 OZ.,165.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EBEN-EZER CURCUMA 6OZ,285.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL CHEFF VINO BLANCO P/COCINAR 700 ML,195.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL CHEFF VINO TINTO P/COCINAR 12/700,195.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GAITERO CHIP DE MANZANA,160.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GAITERO CHIP DE MELOCOTON,150.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GAITERO CHIP DE UVA BLANCA,150.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GALLO ACEITE 128 OZ,535.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GALLO ACEITE 64 OZ,295.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL GUSTOSO AJO EN PASTA 10 OZ,100.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL PILON ARROZ SELECTO 10 LB,395.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL REY AZUKITA 1000 GRS,230.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL REY AZUKITAS 425 GR,125.0
IBERIA,03-09-2025 17:16:03,Abarrotes,EL REY CHOCOFLAKES 425 GR,135.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ELECTROLIT AD. NJA. MANDARINA 625 ML,180.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ELECTROLIT ADULTOS MORA AZUL F/625 ML,175.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENFAGROW TODDLER PREMIUM 21OZ 595G,1050.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENFAMIL PREMIUM LIPIL 12.5 OZ REF: 10424,545.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENFG PREMIUM TODDLER PWD VAN 24OZ,965.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENJUAGUE BUCAL SEPTICON 16 OZ,205.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENRIQUILLO AGUA TONICA 12/450 ML,31.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENSURE ADV.NUTRIVIGOR VAINILLA 400 GR,1200.0
IBERIA,03-09-2025 17:16:03,Abarrotes,ENSURE ADVANCE FRESA 400GR,1200.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ENSURE ADVANCE VAINILLA 8OZ,225.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ENSURE NG CHOCOLATE 400 GRS,950.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ENSURE NG FRESA 400GRS,1000.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ENTEREX PLUS VAINILLA 8 OZ,175.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ESPAGUETIS MILANO 800GR,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ESPALSA MAYONESA LIGHT 1/2 GL,260.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ESPIRAL INTEGRAL DEL CESAR 20/400 GRS,52.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ESPIRALES PRINCESA 350 GR,35.0
IBERIA,03-09-2025 17:27:16,Abarrotes,ESPUMANTE EL GAITERO CHIP DE FRESA,160.0
IBERIA,03-09-2025 17:27:16,Abarrotes,EVA HARINA DE COCO 1LB 1/12,170.0
IBERIA,03-09-2025 17:27:16,Abarrotes,EXTRA VIEJO 45 ANIVERSARIO 700ML,525.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAB CON SUAVIZANTE 850GR,170.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAB DETERGENTE 1800GR,330.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAB DETERGENTE BEBE 850 GR,170.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAB MAXIMO PODER 900 GR,210.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FABULOSO BEBE GALON,270.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FABULOSO LAVANDA 1 LT,95.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FABULOSO LAVANDA 2L,205.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FABULOSO PASION DE FRUTAS 1 LT,95.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FABULOSO PASION FRUTAS 1 GL,270.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAJITAS DINNER KIT 12/12.5 OZ(354G),505.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA GUANDULES C/COCO 24/8OZ,85.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA GUANDULES VERDES 1 KILO,220.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA GUANDULES VERDES 24/8 OZ #0659,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA GUANDULES VERDES C/COCO 24/300 G,155.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA HAB. ROJAS 8 OZ,48.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA HABICHUELAS NEGRAS 8OZ,48.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA HABICHUELAS PINTAS 24/300G,85.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA JUGO PINA 10.5 OZ,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FAMOSA MAIZ DULCE 1KILO,190.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FANTA NARANJA 2 LT,75.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FANTA NARANJA 500 ML,31.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FARO ATUN DESMENUZADO AGUA,85.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FARO ATUN DESMENUZADO EN ACEITE 5 OZ,80.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIBRA SUPREMA QUEMADORA DE GRASA 440GR,605.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIBRA SUPREMA 240 G,410.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEO FINOS MILANO 400 GR,40.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEOS #2 MEDIANO GALLO 18/500,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEOS CORTADOS RICO 350 GR,31.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEOS N0 VERMICELLI GALLO 450RG,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIDEOS NIDO PRINCESA 20/350GR,35.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIESTA DE EL MAR ATUN DESMENUSADO EN AGU,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIESTA DEL MAR SARDINA SALSA DE TOMATE 1,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIESTA DEL MAR SARDINAS ACEITE V. 120GR,36.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIESTA DEL MAR SARDINAS EN AGUA. 120GR,39.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIESTA DEL MAR TUNA DESM/EN ECEITE 6 OZ,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FIGARO ACEITE LATAS 175 GR,225.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FISHER MANI DRY HONEY ROASTED (FCO) 14 O,245.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FISTA DEL MAR TUNA EN ACEITE 6 OZ,95.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FITNESS CEREAL 16X630G REF:12372060,510.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FITNESS CEREAL 285 GR,300.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FITNESS CEREAL MIEL Y ALMENDRA 390 GR,360.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FITNESS Y FRUIT CEREAL 760 GR,525.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FLOR DE TILO 70 GR,205.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FRESALINA /16 OZ,170.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FRIJOLES NEGRO GOYA 8 OZ,46.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FRIJOLES NEGROS GUISADOS GOYA 8OZ,48.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FROOT LOOPS 180 GR,195.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FROOT LOOPS CUP 60CT 1.5 OZ,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FROSTED FLAKES CUP 2.1 OZ,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FRUTIAROS EL REY 8/1000GR,260.0
IBERIA,03-09-2025 17:27:16,Abarrotes,FUNDAS DE PRIMERA BASURA 55 GALONES,50.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALL RELL CHOCOWOW SANDWICH 16X10X48G,125.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALL RELL DINO VAICHOCO 18X12X48 GR,140.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALL WAFLE CHOCOWOW 16X8X21,95.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETA FIESTA COCTEL 24/240 GR,46.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETA HATUEY SODA 20UD,165.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETA CLUB MAX CON QUESO 12 PAQ.,180.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETA SANDWICH DINO CHOCOLATE/22.9 OZ,140.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETA TIPO LECHE PIZKAS 205 GR,46.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETAS CLUB SOCIAL 234 GR,80.0
IBERIA,03-09-2025 17:27:16,Abarrotes,Galletas Dulces Dino Vainilla 12 Uds.,150.0
IBERIA,03-09-2025 17:27:16,Abarrotes,Galletas Guarina Sandwich Chocolate 12/1,90.0
IBERIA,03-09-2025 17:27:16,Abarrotes,Galletas Guarina Sandwich Fresa 12/1,90.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETAS OREO CON CREMA DE CHOCOLATE/432,18.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETAS PRINCESA CLUB INTEGRAL 340 GR,65.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLETAS PRINCESA CLUB MANTEQUILLA 340GR,65.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLO CANELONES (SIN HUEVO) 160GR,90.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLO FIDEOS NO. 1 (FINO) 500 GR,105.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLO HELICES (FUSILLI) 450 GR,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLO PASTA TALLARIN RECTO 450GRS,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLO PLUMAS MADIANAS NO6 450GRS,110.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GALLO SPAGHETTI FINO NO. 2 (SPAGHETTINI),105.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GATORADE FRUIT PUNCH 600 ML,50.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GATORADE COOL BLUE 600 ML,50.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GATORADE GRAPE UVA 600 ML,51.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GELATINA KNOX ORIGINAL 1 0Z.,255.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GERBER PASO 2 COLADO BANANO 24/113G,60.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GERBER PASO 2 COLADO MANZANA 24/113G,60.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLADE AEROSOL BLOOMNG PEONY CHERRY 8 OZ,115.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLADE AEROSOL CASHMERE WOODS 8OZ,115.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLADE AEROSOL LAVANDA VAINILLA 8OZ,115.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLADE AEROSOL LEMON FRESH 8OZ,115.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLADE SOLIDO LAVANDA Y PEACH BLOSSSOM 6 OZ,150.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLUCERNA TRIPLECARE FRESA 8OZ 1,220.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GLUCERNA TRIPLECARE VAINILLA 8 OZ,220.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GOFIO 12OZ POROEDEN,70.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GOFIO DE MAIZ EBENEZER,100.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GOYA ACEITUNA MANZ. LISA 3/4 OZ,135.0
IBERIA,03-09-2025 17:27:16,Abarrotes,GOYA ACEITUNA RELLENAS DE QUESO 12/5.25,210.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS DE ENSALADA COND 198 GR,165.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS DE ENSALADA COND. 5 OZ,135.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS GORDAL C.PIMIENTOS 6.5 OZ,200.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS MANZANILLAS RELLENAS 24/1,95.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS P/ENSALADAS 358G,165.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENA C.SALMON AHUMADO,210.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENA C/ATUN 5.25OZ,230.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENA C/PASTA DE ANCHOA,210.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENAS DE JAMON 12/5.25,210.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACEITUNAS RELLENAS DE QUESO 5.25 OZ,230.0
IBERIA,03-09-2025 17:38:35,Abarrotes,GOYA ACETIUNAS MANZ. RELLENA 3/4 OZ,115.0
